UNIQUE_ID,USER_ID,DOCUMENT_ID,PAGE_NO,GETEDITOR_VERSION,TOTAL_ANNOTATION,BROWSER_NAME_VERSION,DEVICE_NAME,CREATED_DATE,PROCESS_STAGE,ERROR_CODE,ERROR_DETAIL,ISSUE_ISBLANKPNG,BROWSER_VERSION,BROWSER_NAME
3A99D0B6-A491-F500E133-6C99,F500E133-6C99-USERID002,4FD35B0F-F64B-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 09:48:00,Passing Parameter,0,,1,118.0.0.0,Chrome
088BFDBB-FE3D-2C2506F5-27F3,2C2506F5-27F3-USERID006,51763890-377A-DOC006,6,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-10-30 10:02:00,Passing Parameter,0,,1,119,Firefox
3F35F422-F06D-EEF04B4F-A7DF,EEF04B4F-A7DF-USERID020,110F1622-7A20-DOC020,20,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 10:38:00,Passing Parameter,0,,1,118.0.0.0,Chrome
D71F8881-A291-C8F0D97A-7FB9,C8F0D97A-7FB9-USERID001,B4D31545-049E-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 10:41:00,Passing Parameter,0,,1,118.0.0.0,Chrome
53F50550-A83B-C5B860F3-4EB4,C5B860F3-4EB4-USERID001,832651B9-5163-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 10:44:00,Passing Parameter,0,,1,118.0.0.0,Chrome
D4705514-1A2E-FD7C1B43-4D67,FD7C1B43-4D67-USERID002,2BD6DA7A-D242-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 11:05:00,Passing Parameter,0,,1,118.0.0.0,Chrome
745E4377-C2C3-A0BD3900-1378,A0BD3900-1378-USERID001,BB07FD04-E6E4-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 11:58:00,Passing Parameter,0,,1,118.0.0.0,Chrome
D534FCAD-9247-86360BF4-0C65,86360BF4-0C65-USERID001,3125A694-E2FC-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 12:18:00,Passing Parameter,0,,1,118.0.0.0,Chrome
19A7D4AD-EF73-E8234E3D-9F89,E8234E3D-9F89-USERID001,2ECD282B-4A7F-DOC001,1,,2,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-10-30 14:37:00,Passing Parameter,0,,1,119,Firefox
FD963DA3-D465-83E67026-67A2,83E67026-67A2-USERID001,7D9C20DF-BA3C-DOC001,1,,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 16:12:00,Passing Parameter,0,,1,118.0.0.0,Chrome
CA9DAA81-31EC-27FF891C-14B4,27FF891C-14B4-USERID001,B591C47A-3382-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 16:20:00,Passing Parameter,0,,1,118.0.0.0,Chrome
D265CD20-E0EE-276BB227-5CEB,276BB227-5CEB-USERID006,BF2DF426-69E2-DOC006,6,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-30 18:22:00,Passing Parameter,0,,1,118.0.0.0,Chrome
25CC99C5-0988-933FAB11-AA63,933FAB11-AA63-USERID002,3CE4FD18-7307-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.76",Desktop,2023-10-30 18:51:00,Passing Parameter,0,,1,118.0.0.0,Edge
C26C7150-AE86-A44A0C71-5073,A44A0C71-5073-USERID001,1CE83552-03B6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 09:03:00,Passing Parameter,0,,1,118.0.0.0,Chrome
32565D31-1AC8-8E4337DA-2225,8E4337DA-2225-USERID001,1CE83552-03B6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 09:30:00,Passing Parameter,0,,1,118.0.0.0,Chrome
27AE2120-13B4-81DD4258-D7B8,81DD4258-D7B8-USERID001,C1383FC5-B470-DOC001,1,,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 09:58:00,Passing Parameter,0,,1,118.0.0.0,Chrome
128DBBB4-DA46-8096A129-D629,8096A129-D629-USERID001,76B02CDA-37DE-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 10:04:00,Passing Parameter,0,,1,118.0.0.0,Chrome
7410376F-2FA1-ABB38FD6-5B07,ABB38FD6-5B07-USERID001,659B81AA-AF8C-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Desktop,2023-10-31 12:16:00,Passing Parameter,0,,1,111.0.0.0,Chrome
00381449-F4EC-691D79CA-207B,691D79CA-207B-USERID001,C1383FC5-B470-DOC001,1,,4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 13:03:00,Passing Parameter,0,,1,118.0.0.0,Chrome
08D05784-CFFC-91978A21-FA21,91978A21-FA21-USERID001,18D62530-1EBA-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-10-31 14:41:00,Passing Parameter,0,,1,118.0.0.0,Chrome
72426E50-CCA8-9A5FA188-CF80,9A5FA188-CF80-USERID001,9C33ED42-D940-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 08:36:00,Passing Parameter,0,,1,118.0.0.0,Chrome
5DF2B27E-A7C2-C0C7C9B3-9C19,C0C7C9B3-9C19-USERID001,B980185D-BA15-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",Desktop,2023-11-01 09:04:00,Passing Parameter,0,,1,109.0.0.0,Chrome
E0ED9BA4-A816-5A313FED-A3EB,5A313FED-A3EB-USERID001,A6DD58E5-E4D6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 09:22:00,Passing Parameter,0,,1,118.0.0.0,Chrome
2038F72E-93EA-CF548104-8C7C,CF548104-8C7C-USERID001,021C8F74-A331-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 09:46:00,Passing Parameter,0,,1,118.0.0.0,Chrome
E8F50DBF-FCB0-55B4CFC2-964C,55B4CFC2-964C-USERID001,79242B82-5A1E-DOC001,1,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-01 09:53:00,Passing Parameter,0,,1,119,Firefox
5A57D815-5F4F-4F69A3AA-369C,4F69A3AA-369C-USERID001,B980185D-BA15-DOC001,1,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-01 09:56:00,Passing Parameter,0,,1,119,Firefox
00A4049D-AD01-E5E9A8D2-5C36,E5E9A8D2-5C36-USERID001,9CEDA670-925A-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 10:01:00,Passing Parameter,0,,1,118.0.0.0,Chrome
507648C3-8E7D-AB07C3C3-8ABC,AB07C3C3-8ABC-USERID001,B9B59B8E-8EFA-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-01 10:43:00,Passing Parameter,0,,1,119.0.0.0,Chrome
A82FB2B1-30C9-AB07C3C3-8ABC,AB07C3C3-8ABC-USERID001,B9B59B8E-8EFA-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-01 10:45:00,Passing Parameter,0,,1,119.0.0.0,Chrome
33FDCCED-A1A9-AB07C3C3-8ABC,AB07C3C3-8ABC-USERID001,B9B59B8E-8EFA-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-01 10:46:00,Passing Parameter,0,,1,119.0.0.0,Chrome
DBE3EA69-4C1E-C867F3E0-0F18,C867F3E0-0F18-USERID001,38D31A91-BCBD-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 11:24:00,Passing Parameter,0,,1,118.0.0.0,Chrome
C1CFF3BE-FF0E-9A5FA188-CF80,9A5FA188-CF80-USERID001,38D31A91-BCBD-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 11:41:00,Passing Parameter,0,,1,118.0.0.0,Chrome
7228E095-0D6E-CEC628F4-4D5D,CEC628F4-4D5D-USERID001,21C01663-2A00-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 11:43:00,Passing Parameter,0,,1,118.0.0.0,Chrome
BF37647F-11C7-8352C73D-123F,8352C73D-123F-USERID002,8F982369-8974-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 12:12:00,Passing Parameter,0,,1,118.0.0.0,Chrome
14F6F85A-2652-4BB1C443-9062,4BB1C443-9062-USERID004,2ED460BA-26E0-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 14:31:00,Passing Parameter,0,,1,118.0.0.0,Chrome
8EE35586-9C39-BD604EC1-0940,BD604EC1-0940-USERID002,AF87D1E9-EA02-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 15:33:00,Passing Parameter,0,,1,118.0.0.0,Chrome
94E68FF5-D9B8-1947ABAE-F85C,1947ABAE-F85C-USERID002,B5ACEC19-43D4-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 16:02:00,Passing Parameter,0,,1,118.0.0.0,Chrome
DC78EC65-9F17-9FBCA745-04DD,9FBCA745-04DD-USERID001,563726E6-7897-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 16:15:00,Passing Parameter,0,,1,118.0.0.0,Chrome
50A7581F-8951-4DCC90D5-EB4E,4DCC90D5-EB4E-USERID004,101EF37E-358B-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 16:18:00,Passing Parameter,0,,1,118.0.0.0,Chrome
2AC80F5F-217A-CE281D56-18C1,CE281D56-18C1-USERID001,3505BFAE-080A-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 22:22:00,Passing Parameter,0,,1,118.0.0.0,Chrome
FD7D5904-C325-CE281D56-18C1,CE281D56-18C1-USERID020,110F1622-7A20-DOC020,20,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-01 22:40:00,Passing Parameter,0,,1,118.0.0.0,Chrome
AADCE285-0D7D-276FC844-BB76,276FC844-BB76-USERID002,8F982369-8974-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-02 10:03:00,Passing Parameter,0,,1,119,Firefox
B0EF6F4C-8158-39B00E1D-3A26,39B00E1D-3A26-USERID001,A6DD58E5-E4D6-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-02 10:09:00,Passing Parameter,0,,1,118.0.0.0,Chrome
16564DC7-870E-1A09383E-E3F4,1A09383E-E3F4-USERID001,ADB02747-175F-DOC001,1,,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-02 11:01:00,Passing Parameter,0,,1,118.0.0.0,Chrome
EE1D83E8-B025-8BA5CB37-9C92,8BA5CB37-9C92-USERID001,ADB02747-175F-DOC001,1,,19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-02 11:02:00,Passing Parameter,0,,1,118.0.0.0,Chrome
CE45F860-2334-CF93AB76-63F8,CF93AB76-63F8-USERID002,D586A0F0-582A-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-02 15:39:00,Passing Parameter,0,,1,118.0.0.0,Chrome
9025A1CD-260B-86B4FE1E-7146,86B4FE1E-7146-USERID002,FD9D78FC-0447-DOC002,2,,9,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36",Mobile,2023-11-03 08:13:00,Passing Parameter,0,,1,118.0.0.0,Chrome
56156EE6-4902-76855050-31BA,76855050-31BA-USERID002,A7A91C5A-0DD6-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-03 10:56:00,Passing Parameter,0,,1,119.0.0.0,Chrome
0E4FF988-72AB-DE84A0E0-B312,DE84A0E0-B312-USERID001,5BF2D46E-201C-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-03 12:06:00,Passing Parameter,0,,1,119.0.0.0,Chrome
F40EA048-2857-DE84A0E0-B312,DE84A0E0-B312-USERID001,5BF2D46E-201C-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-03 12:28:00,Passing Parameter,0,,1,119.0.0.0,Chrome
5A2B54A6-301C-DE84A0E0-B312,DE84A0E0-B312-USERID001,5BF2D46E-201C-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-03 12:32:00,Passing Parameter,0,,1,119.0.0.0,Chrome
F75C55D4-A6C1-8B2FD61A-F692,8B2FD61A-F692-USERID002,A7A91C5A-0DD6-DOC002,2,,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/119.0,Desktop,2023-11-03 14:47:00,Passing Parameter,0,,1,119,Firefox
E105A4F8-4808-5E34755D-34B3,5E34755D-34B3-USERID004,A1DE10F1-1878-DOC004,4,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.76",Desktop,2023-11-03 15:25:00,Passing Parameter,0,,1,118.0.0.0,Edge
C3123979-7563-34BF3E81-2589,34BF3E81-2589-USERID003,AC98ED34-AC0B-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-03 16:10:00,Passing Parameter,0,,1,118.0.0.0,Chrome
BBF98FD1-1F62-616A2676-AF44,616A2676-AF44-USERID001,E615F4D6-A3A3-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-03 17:02:00,Passing Parameter,0,,1,119.0.0.0,Chrome
E24A6C66-E336-7EB56487-B288,7EB56487-B288-USERID002,B3E42C54-923A-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36 Edg/118.0.2088.76",Desktop,2023-11-04 22:56:00,Passing Parameter,0,,1,118.0.0.0,Edge
7A75178F-4B61-2B9667E0-94C7,2B9667E0-94C7-USERID003,9BE71C2A-14C7-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-05 09:26:00,Passing Parameter,0,,1,118.0.0.0,Chrome
F472B1F0-2019-A054DB77-FFAB,A054DB77-FFAB-USERID003,9BE71C2A-14C7-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-05 09:59:00,Passing Parameter,0,,1,118.0.0.0,Chrome
298B3290-A6C8-6109611C-451D,6109611C-451D-USERID003,9164E3F8-F746-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-05 11:19:00,Passing Parameter,0,,1,118.0.0.0,Chrome
21B29915-31BD-2126511A-9228,2126511A-9228-USERID003,9164E3F8-F746-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-05 22:44:00,Passing Parameter,0,,1,119.0.0.0,Chrome
3B9E509D-3A89-160676D1-5181,160676D1-5181-USERID001,E3616609-5E0E-DOC001,1,,3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-06 12:11:00,Passing Parameter,0,,1,119.0.0.0,Chrome
5210D24C-0119-9A5FA188-CF80,9A5FA188-CF80-USERID001,8494B0E3-DE41-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-06 12:53:00,Passing Parameter,0,,1,119.0.0.0,Chrome
ED7F8188-D5EB-83695747-CA50,83695747-CA50-USERID003,0A62E249-5ABB-DOC003,3,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-06 13:30:00,Passing Parameter,0,,1,119.0.0.0,Chrome
E2E4B82A-CEB3-529262CD-6DDF,529262CD-6DDF-USERID001,8494B0E3-DE41-DOC001,1,,2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",Desktop,2023-11-06 14:16:00,Passing Parameter,0,,1,119.0.0.0,Chrome
0D49D119-0869-5E34755D-34B3,5E34755D-34B3-USERID002,995BB315-B7C4-DOC002,2,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36 Edg/119.0.0.0",Desktop,2023-11-06 14:19:00,Passing Parameter,0,,1,119.0.0.0,Edge
D5B2501D-DE37-7A9BDFC6-91A9,7A9BDFC6-91A9-USERID001,49664B07-B613-DOC001,1,,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36",Desktop,2023-11-06 14:33:00,Passing Parameter,0,,1,118.0.0.0,Chrome
